ID,Cohort,ReferenceCoded,Reference,YearPublished,YearDataCollection,StudyType,Country,AgeMean,AgeRangeLower,AgeRangeUpper,OutcomeDefinitionLabel,Severity,Predictor,Predictor_clean,ReverseD,PredictorCoded,PredictorBroad,Test_dependency,Rcode,metaP_code,effectType,ratesControl,IncludeStudy,IncludeD,
389,Crescioli,Crescioli,"Crescioli, Giada, Niccolò Lombardi, Alessandra Bettiol, Francesca Menniti‐Ippolito, Roberto Da Cas, Maria Parrilli, Martina Del Lungo et al. ""Adverse events following cannabis for medical use in Tuscany: An analysis of the Italian Phytovigilance database."" British Journal of Clinical Pharmacology 86, no. 1 (2020): 106-120.",2019,2006-2018,MedicalTrial,Italy,61.9,NA,NA,Med.HAL,AE,Medical cannabis (mixed),Mixed,no,rates,rates,NA,crescioli_medTrial_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
391,Milosev,Milosev,"Milosev, Leonie M., Nikolas Psathakis, Natalia Szejko, Ewgeni Jakubovski, and Kirsten R. Müller-Vahl. ""Treatment of Gilles de la Tourette Syndrome with Cannabis-Based Medicine: Results from a Retrospective Analysis and Online Survey."" Cannabis and Cannabinoid Research 4, no. 4 (2019): 265-274.",2019,2002-2017,MedicalTrial,Germany,35.8,18,79,Med.HAL,AE,Medical cannabis (mixed),Tourette syndrome,no,rates,rates,NA,milosev_medTrial_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
393,Zuurman,Kleinloog,"Zuurman, L., C. Roy, R. C. Schoemaker, A. Hazekamp, J. Den Hartigh, J. C. M. E. Bender, R. Verpoorte, J. L. Pinquier, A. F. Cohen, and J. M. A. Van Gerven. ""Effect of intrapulmonary tetrahydrocannabinol administration in humans."" Journal of psychopharmacology 22, no. 7 (2008): 707-716.",2008,NA,Experiment,Netherlands,23,21,27,THC.HAL,psych_like,Single dose inhaled in vaporizer (0mg vs 8mg THC),Single dose vaped THC  (8 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_zuurman2008_8mgTHCvaped_hallucinations,pEstimate_zuurman2008_8mgTHCvaped_hallucinations,cohen,,Yes,Yes,
394,Zuurman,Kleinloog,"Zuurman, L., C. Roy, R. C. Schoemaker, A. Hazekamp, J. Den Hartigh, J. C. M. E. Bender, R. Verpoorte, J. L. Pinquier, A. F. Cohen, and J. M. A. Van Gerven. ""Effect of intrapulmonary tetrahydrocannabinol administration in humans."" Journal of psychopharmacology 22, no. 7 (2008): 707-716.",2008,NA,Experiment,Netherlands,23,21,27,THC.PAR,psych_like,Single dose inhaled in vaporizer (0mg vs 8mg THC),Single dose vaped THC  (8 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_zuurman2008_8mgTHCvaped_paranoia,pEstimate_zuurman2008_8mgTHCvaped_paranoia,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
396,Kleinloog,Kleinloog,"Kleinloog, Daniël, Frits Roozen, Willem De Winter, Jan Freijer, and Joop Van Gerven. ""Profiling the subjective effects of Δ9‐tetrahydrocannabinol using visual analogue scales."" International journal of methods in psychiatric research 23, no. 2 (2014): 245-256.",2014,NA,Experiment,Netherlands,NA,NA,NA,THC.HAL,psych_like,Single dose inhaled in vaporizer (0mg vs 2mg THC),Single dose vaped THC  (2 mg THC),no,SingleDose,CannabisDynamics,dependent,"chies(chiSquEstimate_kleinloogMega_analysis2014_2mgTHC_hallucinations, kleinloogMega_analysis2014_n, dig=50)",pEstimate_kleinloogMega_analysis2014_2mgTHC_hallucinations,cohen,,Yes,Yes,
397,Kleinloog,Kleinloog,"Kleinloog, Daniël, Frits Roozen, Willem De Winter, Jan Freijer, and Joop Van Gerven. ""Profiling the subjective effects of Δ9‐tetrahydrocannabinol using visual analogue scales."" International journal of methods in psychiatric research 23, no. 2 (2014): 245-256.",2014,NA,Experiment,Netherlands,NA,NA,NA,THC.HAL,psych_like,Single dose inhaled in vaporizer (0mg vs 4mg THC),Single dose vaped THC  (4 mg THC),no,SingleDose,CannabisDynamics,dependent,"chies(chiSquEstimate_kleinloogMega_analysis2014_4mgTHC_hallucinations, kleinloogMega_analysis2014_n, dig=50)",pEstimate_kleinloogMega_analysis2014_4mgTHC_hallucinations,cohen,,Yes,Yes,
398,Kleinloog,Kleinloog,"Kleinloog, Daniël, Frits Roozen, Willem De Winter, Jan Freijer, and Joop Van Gerven. ""Profiling the subjective effects of Δ9‐tetrahydrocannabinol using visual analogue scales."" International journal of methods in psychiatric research 23, no. 2 (2014): 245-256.",2014,NA,Experiment,Netherlands,NA,NA,NA,THC.HAL,psych_like,Single dose inhaled in vaporizer (0mg vs 6mg THC),Single dose vaped THC  (6 mg THC),no,SingleDose,CannabisDynamics,dependent,"chies(chiSquEstimate_kleinloogMega_analysis2014_6mgTHC_hallucinations, kleinloogMega_analysis2014_n, dig=50)",pEstimate_kleinloogMega_analysis2014_6mgTHC_hallucinations,cohen,,Yes,Yes,
399,Kleinloog,Kleinloog,"Kleinloog, Daniël, Frits Roozen, Willem De Winter, Jan Freijer, and Joop Van Gerven. ""Profiling the subjective effects of Δ9‐tetrahydrocannabinol using visual analogue scales."" International journal of methods in psychiatric research 23, no. 2 (2014): 245-256.",2014,NA,Experiment,Netherlands,NA,NA,NA,THC.PAR,psych_like,Single dose inhaled in vaporizer (0mg vs 2mg THC),Single dose vaped THC  (6 mg THC),no,SingleDose,CannabisDynamics,dependent,"chies(chiSquEstimate_kleinloogMega_analysis2014_2mgTHC_paranoia, kleinloogMega_analysis2014_n, dig=50)",pEstimate_kleinloogMega_analysis2014_2mgTHC_paranoia,cohen,,Yes,Yes,
400,Kleinloog,Kleinloog,"Kleinloog, Daniël, Frits Roozen, Willem De Winter, Jan Freijer, and Joop Van Gerven. ""Profiling the subjective effects of Δ9‐tetrahydrocannabinol using visual analogue scales."" International journal of methods in psychiatric research 23, no. 2 (2014): 245-256.",2014,NA,Experiment,Netherlands,NA,NA,NA,THC.PAR,psych_like,Single dose inhaled in vaporizer (0mg vs 4mg THC),Single dose vaped THC  (4 mg THC),no,SingleDose,CannabisDynamics,dependent,"chies(chiSquEstimate_kleinloogMega_analysis2014_4mgTHC_paranoia, kleinloogMega_analysis2014_n, dig=50)",pEstimate_kleinloogMega_analysis2014_4mgTHC_paranoia,cohen,,Yes,Yes,
401,Kleinloog,Kleinloog,"Kleinloog, Daniël, Frits Roozen, Willem De Winter, Jan Freijer, and Joop Van Gerven. ""Profiling the subjective effects of Δ9‐tetrahydrocannabinol using visual analogue scales."" International journal of methods in psychiatric research 23, no. 2 (2014): 245-256.",2014,NA,Experiment,Netherlands,NA,NA,NA,THC.PAR,psych_like,Single dose inhaled in vaporizer (0mg vs 6mg THC),Single dose vaped THC  (6 mg THC),no,SingleDose,CannabisDynamics,dependent,"chies(chiSquEstimate_kleinloogMega_analysis2014_6mgTHC_paranoia, kleinloogMega_analysis2014_n, dig=50)",pEstimate_kleinloogMega_analysis2014_6mgTHC_paranoia,cohen,,Yes,Yes,
402,Kleinloog,Kleinloog,"Kleinloog, Daniël, Frits Roozen, Willem De Winter, Jan Freijer, and Joop Van Gerven. ""Profiling the subjective effects of Δ9‐tetrahydrocannabinol using visual analogue scales."" International journal of methods in psychiatric research 23, no. 2 (2014): 245-256.",2014,NA,Experiment,Netherlands,NA,NA,NA,THC.PAR,psych_like,DoseResponse,"DoseResponse (2mg, 4mg, 6mg)",no,DoseResponseTHC,CannabisDynamics,dependent,extract_kleinloogMega_analysis2014_doseResp_paranoia,pEstimate_kleinloogMega_analysis2014_doseResp_paranoia,cohen,,Yes,Yes,
403,Kleinloog,Kleinloog,"Kleinloog, Daniël, Frits Roozen, Willem De Winter, Jan Freijer, and Joop Van Gerven. ""Profiling the subjective effects of Δ9‐tetrahydrocannabinol using visual analogue scales."" International journal of methods in psychiatric research 23, no. 2 (2014): 245-256.",2014,NA,Experiment,Netherlands,NA,NA,NA,THC.PAR,psych_like,rates,rates,no,rates,rates,NA,kleinloogMega_analysis2014_paranoiaDF,NA,rates,kleinloogMega_analysis2014_paranoiaControl,Yes,Yes,
404,Kleinloog,Kleinloog,"Kleinloog, Daniël, Frits Roozen, Willem De Winter, Jan Freijer, and Joop Van Gerven. ""Profiling the subjective effects of Δ9‐tetrahydrocannabinol using visual analogue scales."" International journal of methods in psychiatric research 23, no. 2 (2014): 245-256.",2014,NA,Experiment,Netherlands,NA,NA,NA,THC.HAL,psych_like,rates,rates,no,rates,rates,NA,kleinloogMega_analysis2014_hallucinationsDF,NA,rates,kleinloogMega_analysis2014_hallucinationsControl,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
406,Ware,Ware,"Ware, Mark A., Tongtong Wang, Stan Shapiro, Jean-Paul Collet, Aline Boulanger, John M. Esdaile, Allan Gordon, Mary Lynch, Dwight E. Moulin, and Colleen O'Connell. ""Cannabis for the management of pain: assessment of safety study (COMPASS)."" The Journal of Pain 16, no. 12 (2015): 1233-1242.",2015,2004-2008,MedicalTrial,Canada,49,19,83,Med.PAR,AE,Medical cannabis (13% THC),Chronic pain,no,rates,rates,NA,ware2015medCan_paranoiaDF,NA,rates,,Yes,Yes,
407,Ware,Ware,"Ware, Mark A., Tongtong Wang, Stan Shapiro, Jean-Paul Collet, Aline Boulanger, John M. Esdaile, Allan Gordon, Mary Lynch, Dwight E. Moulin, and Colleen O'Connell. ""Cannabis for the management of pain: assessment of safety study (COMPASS)."" The Journal of Pain 16, no. 12 (2015): 1233-1242.",2015,2004-2008,MedicalTrial,Canada,49,19,83,Med.HAL,AE,Medical cannabis (13% THC),Chronic pain,no,rates,rates,NA,ware2015medCan_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
409,Cooper,Cooper,"Cooper, Ruth E., Emma Williams, Seth Seegobin, Charlotte Tye, Jonna Kuntsi, and Philip Asherson. ""Cannabinoids in attention-deficit/hyperactivity disorder: A randomised-controlled trial."" European Neuropsychopharmacology 27, no. 8 (2017): 795-808.",2017,2014-2015,MedicalTrial,UK,37.9,NA,NA,Med.PAR,psych_like,Medical cannabis (Sativex),ADHD,no,Medical cannabis (placebo controlled),excluded,independent,extractCooperADHD_paranoia,pEstimate_cooperADHD_sativex,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
411,Ganesh,Dsouza_Ranganathan,"Ganesh, Suhas, Jose Cortes-Briones, Mohini Ranganathan, Rajiv Radhakrishnan, Patrick D. Skosnik, and Deepak Cyril D’Souza. ""Psychosis-relevant effects of intravenous delta-9-tetrahydrocannabinol-A mega analysis of individual participant-data from human laboratory studies."" International Journal of Neuropsychopharmacology (2020).",2020,NA,Experiment,US,25.3,NA,NA,THC.PLE,psych_like,DoseResponseTHC,Dose response IV (varying doses),no,DoseResponseTHC,CannabisDynamics,dependent,"chies(19.88, n_effective_ganesh2020_megaTHCdose, dig=50)",pEstimate_ganesh2020_megaTHCdose,cohen,,Yes,Yes,
412,Ganesh,Dsouza_Ranganathan,"Ganesh, Suhas, Jose Cortes-Briones, Mohini Ranganathan, Rajiv Radhakrishnan, Patrick D. Skosnik, and Deepak Cyril D’Souza. ""Psychosis-relevant effects of intravenous delta-9-tetrahydrocannabinol-A mega analysis of individual participant-data from human laboratory studies."" International Journal of Neuropsychopharmacology (2020).",2020,NA,Experiment,US,25.3,NA,NA,THC.PLE,psych_like,Frequency of cannabis use,Cannabis frequency,yes,Tolerance,CannabisDynamics,independent,"chies( 18.13, ganesh2020_megaTHC_canFrq_n, dig=50) ",pEstimate_ganesh2020_megaTHCcanFrq,cohen,,Yes,Yes,
413,Ganesh,Dsouza_Ranganathan,"Ganesh, Suhas, Jose Cortes-Briones, Mohini Ranganathan, Rajiv Radhakrishnan, Patrick D. Skosnik, and Deepak Cyril D’Souza. ""Psychosis-relevant effects of intravenous delta-9-tetrahydrocannabinol-A mega analysis of individual participant-data from human laboratory studies."" International Journal of Neuropsychopharmacology (2020).",2020,NA,Experiment,US,25.3,NA,NA,THC.PLE,psych_like,Age (younger age),Age (young),yes,Age,Demographic,independent,"chies( 5.05, ganesh2020_megaTHC_age_n, dig=50)",pEstimate_ganesh2020_megaTHCage,cohen,,Yes,Yes,
414,Ganesh,Dsouza_Ranganathan,"Ganesh, Suhas, Jose Cortes-Briones, Mohini Ranganathan, Rajiv Radhakrishnan, Patrick D. Skosnik, and Deepak Cyril D’Souza. ""Psychosis-relevant effects of intravenous delta-9-tetrahydrocannabinol-A mega analysis of individual participant-data from human laboratory studies."" International Journal of Neuropsychopharmacology (2020).",2020,NA,Experiment,US,25.3,NA,NA,THC.PLE,psych_like,Gender (male vs. female),Gender (male),no,Gender,Demographic,independent,"pes(p=pValueNS_allStudies, n.1=ganesh2020_megaTHC_gender_n/2, n.2=ganesh2020_megaTHC_gender_n/2)",pEstimate_ganesh2020_megaTHCgender,cohen,,Yes,Yes,
415,Ganesh,Dsouza_Ranganathan,"Ganesh, Suhas, Jose Cortes-Briones, Mohini Ranganathan, Rajiv Radhakrishnan, Patrick D. Skosnik, and Deepak Cyril D’Souza. ""Psychosis-relevant effects of intravenous delta-9-tetrahydrocannabinol-A mega analysis of individual participant-data from human laboratory studies."" International Journal of Neuropsychopharmacology (2020).",2020,NA,Experiment,US,25.3,NA,NA,THC.PLE,psych_like,Smoking statut (current smoked),Smoking statut (current smoked),no,Nicotine,OtherDrugs,independent,"mes(3, 4.32,  3.46, 3.46, ganesh2020_megaTHC_tobacooSmoker_n, ganesh2020_megaTHC_tobacooNonSmoker_n, dig = 20)",pEstimate_ganesh2020_megaTHC_tobacoo,cohen,,Yes,Yes,
416,Ganesh,Dsouza_Ranganathan,"Ganesh, Suhas, Jose Cortes-Briones, Mohini Ranganathan, Rajiv Radhakrishnan, Patrick D. Skosnik, and Deepak Cyril D’Souza. ""Psychosis-relevant effects of intravenous delta-9-tetrahydrocannabinol-A mega analysis of individual participant-data from human laboratory studies."" International Journal of Neuropsychopharmacology (2020).",2020,NA,Experiment,US,25.3,NA,NA,THC.DEL,psych_like,rates,rates,no,rates,rates,NA,ganesh2020_mega_delusionsDF,NA,rates,,Yes,Yes,
417,Ganesh,Dsouza_Ranganathan,"Ganesh, Suhas, Jose Cortes-Briones, Mohini Ranganathan, Rajiv Radhakrishnan, Patrick D. Skosnik, and Deepak Cyril D’Souza. ""Psychosis-relevant effects of intravenous delta-9-tetrahydrocannabinol-A mega analysis of individual participant-data from human laboratory studies."" International Journal of Neuropsychopharmacology (2020).",2020,NA,Experiment,US,25.3,NA,NA,THC.HAL,psych_like,rates,rates,no,rates,rates,NA,ganesh2020_mega_hallucinationDF,NA,rates,,Yes,Yes,
418,Ganesh,Dsouza_Ranganathan,"Ganesh, Suhas, Jose Cortes-Briones, Mohini Ranganathan, Rajiv Radhakrishnan, Patrick D. Skosnik, and Deepak Cyril D’Souza. ""Psychosis-relevant effects of intravenous delta-9-tetrahydrocannabinol-A mega analysis of individual participant-data from human laboratory studies."" International Journal of Neuropsychopharmacology (2020).",2020,NA,Experiment,US,25.3,NA,NA,THC.PAR,psych_like,rates,rates,no,rates,rates,NA,ganesh2020_mega_paranoiaDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
420,Ranganathan,Ranganathan,"Ranganathan, Mohini, Michelle Carbuto, Gabriel Braley, Jaqueline Elander, Edward Perry, Brian Pittman, Rajiv Radhakrishnan, Richard A. Sewell, and Deepak C. D'Souza. ""Naltrexone does not attenuate the effects of intravenous Δ9-tetrahydrocannabinol in healthy humans."" International Journal of Neuropsychopharmacology 15, no. 9 (2012): 1251-1264.",2012,NA,Experiment,US,27.14,18,55,THC.PLE,psych_like,Administration Naltrexone (25mg),Opioid receptor function (Naltrexone),no,Opioidergic function,Neurotransmission,dependent,extract_Ranganathan_PANSSpos_naltrexone,pEstimate_Ranganathan_PANSSpos_naltrexone,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
423,van Amerongen,van_Amerongen,"van Amerongen, G., P. Siebenga, M. L. de Kam, J. L. Hay, and G. J. Groeneveld. ""Effect profile of paracetamol, Δ9‐THC and promethazine using an evoked pain test battery in healthy subjects."" European Journal of Pain 22, no. 7 (2018): 1331-1342.",2018,NA,Experiment,Netherlands,24,18,45,THC.HAL,AE,rates,rates,no,rates,rates,NA,amerongen_oralTHC10mg_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
425,Patti,Patti,"Patti, Francesco, Silvia Messina, Claudio Solaro, Maria Pia Amato, Roberto Bergamaschi, Simona Bonavita, R. Bruno Bossio et al. ""Efficacy and safety of cannabinoid oromucosal spray for multiple sclerosis spasticity."" Journal of Neurology, Neurosurgery & Psychiatry 87, no. 9 (2016): 944-951.",2016,2014-2015,MedicalTrial,Italy,51,NA,NA,Med.HAL,AE,Medical cannabis (Sativex),MS,no,rates,rates,NA,patti2016Sativex_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
427,Freeman,Morgan_Curran_Experiment,"Freeman, Abigail M., Claire Mokrysz, Chandni Hindocha, Will Lawn, Celia JA Morgan, Tom P. Freeman, Rob Saunders, and H. Valerie Curran. ""Does variation in trait schizotypy and frequency of cannabis use influence the acute subjective, cognitive and psychotomimetic effects of delta-9-tetrahydrocannabinol? A mega-analysis."" Journal of Psychopharmacology: 0269881120959601.",2021,NA,Experiment,UK,21.8,NA,NA,THC.PLE,psych_like,Single dose inhaled (0mg vs 8mg THC),Single dose inhaled (8mg THC),no,SingleDose,CannabisDynamics,dependent,"des(0.147, n.1=FreemanMega_Hindocha2015_effective/2, n.2=FreemanMega_Hindocha2015_effective/2)",pEstimate_FreemanMega_Hindocha2015_PSI,cohen,,Yes,Yes,
428,Freeman,Curran_Hindocha,"Freeman, Abigail M., Claire Mokrysz, Chandni Hindocha, Will Lawn, Celia JA Morgan, Tom P. Freeman, Rob Saunders, and H. Valerie Curran. ""Does variation in trait schizotypy and frequency of cannabis use influence the acute subjective, cognitive and psychotomimetic effects of delta-9-tetrahydrocannabinol? A mega-analysis."" Journal of Psychopharmacology: 0269881120959601.",2021,NA,Experiment,UK,24.5,NA,NA,THC.PLE,psych_like,Single dose smoked (0mg vs. 10mg THC),Single dose smoked THC  (10 mg THC),no,SingleDose,CannabisDynamics,dependent,"des(0.520, n.1=FreemanMega_Hindocha2017_effective/2, n.2=FreemanMega_Hindocha2017_effective/2)",pEstimate_FreemanMega_Hindocha2017_PSI,cohen,,Yes,Yes,
429,Freeman,Lawn_experiment,"Freeman, Abigail M., Claire Mokrysz, Chandni Hindocha, Will Lawn, Celia JA Morgan, Tom P. Freeman, Rob Saunders, and H. Valerie Curran. ""Does variation in trait schizotypy and frequency of cannabis use influence the acute subjective, cognitive and psychotomimetic effects of delta-9-tetrahydrocannabinol? A mega-analysis."" Journal of Psychopharmacology: 0269881120959601.",2021,NA,Experiment,UK,26.9,NA,NA,THC.PLE,psych_like,Single dose vaped (0.05mg vs. 8mg THC),Single dose vaped THC  (8 mg THC),no,SingleDose,CannabisDynamics,dependent,"des(0.313, n.1=FreemanMega_Lawn2016_effective/2, n.2=FreemanMega_Lawn2016_effective/2)",pEstimate_FreemanMega_Lawn2016_PSI,cohen,,Yes,Yes,
430,Freeman,Curran_Mokrysz,"Freeman, Abigail M., Claire Mokrysz, Chandni Hindocha, Will Lawn, Celia JA Morgan, Tom P. Freeman, Rob Saunders, and H. Valerie Curran. ""Does variation in trait schizotypy and frequency of cannabis use influence the acute subjective, cognitive and psychotomimetic effects of delta-9-tetrahydrocannabinol? A mega-analysis."" Journal of Psychopharmacology: 0269881120959601.",2021,NA,Experiment,UK,21.3,16,28,THC.PLE,psych_like,Single dose vaped (0mg vs. 8mg THC),Single dose vaped THC  (8 mg THC),no,SingleDose,CannabisDynamics,dependent,"des(0.658, n.1=FreemanMega_Mokrysz_effective/2, n.2=FreemanMega_Mokrysz_effective/2)",pEstimate_FreemanMega_Mokrysz_PSI,cohen,,Yes,Yes,
431,Freeman,Morgan_Curran_Experiment__Curran_Hindocha__Lawn_experiment__Curran_Mokrysz,"Freeman, Abigail M., Claire Mokrysz, Chandni Hindocha, Will Lawn, Celia JA Morgan, Tom P. Freeman, Rob Saunders, and H. Valerie Curran. ""Does variation in trait schizotypy and frequency of cannabis use influence the acute subjective, cognitive and psychotomimetic effects of delta-9-tetrahydrocannabinol? A mega-analysis."" Journal of Psychopharmacology: 0269881120959601.",2021,NA,Experiment,UK,22.7,NA,NA,THC.PLE,psych_like,Frequency of cannabis use,Cannabis frequency,yes,Tolerance,CannabisDynamics,dependent,"pes(0.522, n.1=FreemanMega_PSI_freq_all_effective/2, n.2=FreemanMega_PSI_freq_all_effective/2)",pEstimate_FreemanMega_PSI_freq,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
433,Bonn-Miller,Bonn_Miller,"Bonn-Miller, Marcel O., Sue Sisley, Paula Riggs, Berra Yazar-Klosinski, Julie B. Wang, Mallory JE Loflin, Benjamin Shechet et al. ""The short-term impact of 3 smoked cannabis preparations versus placebo on PTSD symptoms: A randomized cross-over clinical trial."" Plos one 16, no. 3 (2021): e0246990.",2021,NA,MedicalTrial,US,44.9,24.3,77.3,Med.PAR,AE,"Medical cannabis (smoked cannabis, 1) high THC = 12% THC; <0.05% CBD; 2) THC+-CBD =  7.9% THC, 8.1% CBD,)",PTSD,no,Medical cannabis (placebo controlled),CannabisDynamics,independent,extract_EstBonn_PAR,pvalEstBonn_PAR,cohen,,Yes,Yes,
